file,player_id,date,recorded_minutes,session_duration_minutes,total_distance_meters,high_speed_running_distance,sprint_distance,acceleration_count,deceleration_count,peak_speed_ms,mean_speed_ms,distance_per_min,sprint_fraction,sample_rate_hz,n_gps_samples,error,qc_flags,qc_pass
2021-09-16-TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7.parquet,TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7,2021-09-16,100.89,79.78,7010.2,599.5,135.5,76,61,6.84,1.465,87.9,0.0193,10.0,60519,,,1
2021-09-16-TeamA-fcbd04c3-4021-2ef7-cca5-a5a19e4d6e3c.parquet,TeamA-fcbd04c3-4021-2ef7-cca5-a5a19e4d6e3c,2021-09-16,100.87,76.82,6507.7,379.6,94.2,20,82,6.5,1.412,84.7,0.0145,10.0,60514,,,1
2021-09-16-TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4.parquet,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2021-09-16,372.9,76.75,6664.7,468.6,93.0,60,77,6.61,1.447,86.8,0.014,10.0,223675,,,1
2021-09-17-TeamA-32fed4b3-d7fc-482d-ba21-c46c58f015b5.parquet,TeamA-32fed4b3-d7fc-482d-ba21-c46c58f015b5,2021-09-17,57.51,45.66,2573.7,50.0,1.1,17,22,5.38,0.939,56.4,0.0004,10.0,34497,,,1
2021-09-17-TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662.parquet,TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662,2021-09-17,35.73,24.64,1902.5,317.6,179.0,11,27,7.87,1.287,77.2,0.0941,10.0,21429,,,1
2021-09-20-TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f.parquet,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,2021-09-20,96.89,48.36,2503.4,6.8,0.5,32,42,5.29,0.863,51.8,0.0002,10.0,58121,,,1
2021-09-20-TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a.parquet,TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a,2021-09-20,95.06,55.88,3978.5,148.7,84.2,22,29,6.79,1.187,71.2,0.0212,10.0,57030,,,1
2021-09-20-TeamA-4051bba7-1170-4c43-b912-8c38815a7625.parquet,TeamA-4051bba7-1170-4c43-b912-8c38815a7625,2021-09-20,89.49,31.5,1545.5,0.0,0.0,19,33,4.39,0.818,49.1,0.0,10.0,53684,,,1
2021-09-20-TeamA-4a84eb03-8d1f-d9b7-4d2b-9deb1beb3711.parquet,TeamA-4a84eb03-8d1f-d9b7-4d2b-9deb1beb3711,2021-09-20,117.76,58.0,4536.9,270.7,123.7,24,39,6.86,1.304,78.2,0.0273,10.0,70639,,,1
2021-09-20-TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43.parquet,TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43,2021-09-20,98.64,56.87,4305.2,347.0,137.1,20,37,6.74,1.262,75.7,0.0318,10.0,59173,,,1
2021-09-20-TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95.parquet,TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95,2021-09-20,120.6,57.35,4291.7,357.9,173.6,39,41,7.38,1.247,74.8,0.0405,10.0,72341,,,1
2021-09-20-TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93.parquet,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2021-09-20,94.34,53.74,4023.6,297.9,160.1,44,55,7.05,1.248,74.9,0.0398,10.0,56593,,,1
2021-09-20-TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e.parquet,TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e,2021-09-20,98.01,53.98,4330.0,305.3,162.5,36,47,7.04,1.337,80.2,0.0375,10.0,58789,,,1
2021-09-20-TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4.parquet,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2021-09-20,95.51,59.19,4777.2,501.2,200.4,36,53,7.1,1.345,80.7,0.0419,10.0,57294,,,1
2021-09-20-TeamA-b58af410-da77-479e-b93c-e03617b9f36d.parquet,TeamA-b58af410-da77-479e-b93c-e03617b9f36d,2021-09-20,92.32,53.05,3798.3,228.0,99.0,20,36,6.48,1.193,71.6,0.0261,10.0,55381,,,1
2021-09-20-TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68.parquet,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2021-09-20,112.87,55.73,4196.0,420.7,250.8,53,44,7.48,1.255,75.3,0.0598,10.0,67713,,,1
2021-09-20-TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e.parquet,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2021-09-20,110.27,68.78,4950.7,197.2,62.7,42,52,6.47,1.2,72.0,0.0127,10.0,66152,,,1
2021-09-20-TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662.parquet,TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662,2021-09-20,90.09,53.91,4313.6,304.5,139.0,22,57,7.6,1.334,80.0,0.0322,10.0,54045,,,1
2021-09-20-TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65.parquet,TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65,2021-09-20,96.34,58.6,4916.8,429.4,205.2,28,49,7.0,1.398,83.9,0.0417,10.0,57788,,,1
2021-09-20-TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7.parquet,TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7,2021-09-20,91.92,55.13,4432.1,377.3,162.7,36,33,6.98,1.34,80.4,0.0367,10.0,55136,,,1
2021-09-20-TeamA-fcbd04c3-4021-2ef7-cca5-a5a19e4d6e3c.parquet,TeamA-fcbd04c3-4021-2ef7-cca5-a5a19e4d6e3c,2021-09-20,93.51,32.72,2268.9,175.0,121.9,12,18,7.13,1.156,69.3,0.0537,10.0,56096,,,1
2021-09-21-TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f.parquet,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,2021-09-21,124.89,64.68,3814.2,24.5,6.8,23,47,5.86,0.983,59.0,0.0018,10.0,74921,,,1
2021-09-21-TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a.parquet,TeamA-3e5f6e2b-46b7-4890-84a9-3bbb2649af5a,2021-09-21,118.57,82.62,6398.4,527.4,208.3,37,70,7.05,1.291,77.4,0.0326,10.0,71139,,,1
2021-09-21-TeamA-4051bba7-1170-4c43-b912-8c38815a7625.parquet,TeamA-4051bba7-1170-4c43-b912-8c38815a7625,2021-09-21,112.04,46.76,2413.5,3.7,0.0,10,32,4.82,0.86,51.6,0.0,10.0,67214,,,1
2021-09-21-TeamA-4a84eb03-8d1f-d9b7-4d2b-9deb1beb3711.parquet,TeamA-4a84eb03-8d1f-d9b7-4d2b-9deb1beb3711,2021-09-21,173.24,102.96,7305.7,294.4,64.4,56,80,6.57,1.183,71.0,0.0088,10.0,103925,,,1
2021-09-21-TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43.parquet,TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43,2021-09-21,124.37,80.07,6248.7,314.0,96.3,26,67,6.73,1.301,78.0,0.0154,10.0,74606,,,1
2021-09-21-TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95.parquet,TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95,2021-09-21,141.85,94.76,7050.7,515.0,138.5,60,80,6.93,1.24,74.4,0.0196,10.0,85088,,,1
2021-09-21-TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93.parquet,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2021-09-21,119.56,72.63,5373.3,239.2,72.1,37,62,6.44,1.233,74.0,0.0134,10.0,71720,,,1
2021-09-21-TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e.parquet,TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e,2021-09-21,117.54,77.5,6058.1,369.2,137.8,39,65,7.03,1.303,78.2,0.0227,10.0,70499,,,1
2021-09-21-TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4.parquet,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2021-09-21,119.37,82.05,6372.0,466.9,172.0,43,58,6.67,1.294,77.7,0.027,10.0,71611,,,1
2021-09-21-TeamA-b58af410-da77-479e-b93c-e03617b9f36d.parquet,TeamA-b58af410-da77-479e-b93c-e03617b9f36d,2021-09-21,124.87,75.84,5412.5,203.6,72.6,18,34,6.54,1.189,71.4,0.0134,10.0,74909,,,1
2021-09-21-TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68.parquet,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2021-09-21,122.51,81.21,6552.9,499.3,172.3,48,85,6.74,1.345,80.7,0.0263,10.0,73490,,,1
2021-09-21-TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33.parquet,TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33,2021-09-21,113.39,79.85,6424.1,615.3,248.9,43,72,6.8,1.341,80.5,0.0387,10.0,68024,,,1
2021-09-21-TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e.parquet,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2021-09-21,131.37,79.99,5422.4,147.1,56.7,42,76,6.41,1.13,67.8,0.0104,10.0,78809,,,1
2021-09-21-TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662.parquet,TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662,2021-09-21,123.06,84.15,6902.1,386.3,99.4,27,69,6.49,1.367,82.0,0.0144,10.0,73823,,,1
2021-09-21-TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65.parquet,TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65,2021-09-21,114.26,82.58,6944.0,393.7,127.6,29,68,6.74,1.402,84.1,0.0184,10.0,68543,,,1
2021-09-22-TeamA-4051bba7-1170-4c43-b912-8c38815a7625.parquet,TeamA-4051bba7-1170-4c43-b912-8c38815a7625,2021-09-22,111.79,54.26,2930.0,2.8,0.0,13,47,5.09,0.9,54.0,0.0,10.0,67064,,,1
2021-09-22-TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f.parquet,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,2021-09-22,123.16,49.52,2697.8,32.7,7.1,11,37,5.87,0.908,54.5,0.0026,10.0,73884,,,1
2021-09-22-TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43.parquet,TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43,2021-09-22,115.06,75.66,6552.2,389.2,69.5,22,75,6.1,1.443,86.6,0.0106,10.0,69021,,,1
2021-09-22-TeamA-4a84eb03-8d1f-d9b7-4d2b-9deb1beb3711.parquet,TeamA-4a84eb03-8d1f-d9b7-4d2b-9deb1beb3711,2021-09-22,148.47,78.21,6141.7,405.5,157.9,39,64,7.01,1.309,78.5,0.0257,10.0,89070,,,1
2021-09-22-TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95.parquet,TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95,2021-09-22,120.57,71.59,5691.4,323.3,101.8,47,63,7.27,1.325,79.5,0.0179,10.0,72330,,,1
2021-09-22-TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93.parquet,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2021-09-22,121.2,60.87,4489.2,188.9,89.0,32,45,7.04,1.229,73.7,0.0198,10.0,72713,,,1
2021-09-22-TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e.parquet,TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e,2021-09-22,112.72,77.17,6687.8,463.4,170.5,42,88,6.89,1.444,86.7,0.0255,10.0,67611,,,1
2021-09-22-TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4.parquet,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2021-09-22,129.66,89.51,13594.8,8083.4,7741.8,47,50,11.5,2.531,151.9,0.5695,10.0,77785,,implausible_peak_speed;implausible_intensity;implausible_sprint_fraction,0
2021-09-22-TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68.parquet,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2021-09-22,101.18,74.67,6538.2,389.7,101.6,55,96,6.54,1.459,87.6,0.0155,10.0,60697,,,1
2021-09-22-TeamA-b58af410-da77-479e-b93c-e03617b9f36d.parquet,TeamA-b58af410-da77-479e-b93c-e03617b9f36d,2021-09-22,96.49,68.78,4959.1,174.7,49.5,28,30,6.27,1.202,72.1,0.01,10.0,57876,,,1
2021-09-22-TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e.parquet,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2021-09-22,110.42,75.37,5697.6,147.1,24.8,45,85,6.01,1.26,75.6,0.0044,10.0,66240,,,1
2021-09-22-TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33.parquet,TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33,2021-09-22,149.99,71.26,5801.3,309.9,74.8,42,57,6.45,1.357,81.4,0.0129,10.0,89985,,,1
2021-09-22-TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662.parquet,TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662,2021-09-22,112.97,84.06,7426.0,419.5,133.3,30,88,6.93,1.472,88.3,0.0179,10.0,67776,,,1
2021-09-22-TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65.parquet,TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65,2021-09-22,106.05,77.98,6935.4,395.8,131.1,39,66,6.57,1.482,88.9,0.0189,10.0,63621,,,1
2021-09-22-TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7.parquet,TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7,2021-09-22,106.04,70.52,5929.3,400.4,94.1,58,37,6.31,1.401,84.1,0.0159,10.0,63609,,,1
2021-09-23-TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662.parquet,TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662,2021-09-23,72.41,65.69,3687.1,10.4,0.0,49,46,4.96,0.936,56.1,0.0,10.0,43437,,,1
2021-09-23-TeamA-32fed4b3-d7fc-482d-ba21-c46c58f015b5.parquet,TeamA-32fed4b3-d7fc-482d-ba21-c46c58f015b5,2021-09-23,89.39,56.84,3466.6,166.1,73.1,14,32,7.1,1.016,61.0,0.0211,10.0,53626,,,1
2021-09-24-TeamA-32fed4b3-d7fc-482d-ba21-c46c58f015b5.parquet,TeamA-32fed4b3-d7fc-482d-ba21-c46c58f015b5,2021-09-24,58.97,48.91,3699.7,228.0,55.9,19,23,6.65,1.261,75.6,0.0151,10.0,35376,,,1
2021-09-24-TeamA-4051bba7-1170-4c43-b912-8c38815a7625.parquet,TeamA-4051bba7-1170-4c43-b912-8c38815a7625,2021-09-24,61.96,37.6,2222.6,0.0,0.0,10,29,4.34,0.985,59.1,0.0,10.0,37174,,,1
2021-09-24-TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05.parquet,TeamA-560cb066-a8ae-412f-b09f-0d2a6aa0cf05,2021-09-24,64.36,30.36,1726.7,23.2,0.0,11,23,5.16,0.948,56.9,0.0,10.0,38602,,,1
2021-09-24-TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43.parquet,TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43,2021-09-24,61.8,49.82,3880.0,322.8,115.0,11,27,6.72,1.298,77.9,0.0296,10.0,37070,,,1
2021-09-24-TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95.parquet,TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95,2021-09-24,64.84,50.63,3909.4,272.0,54.4,21,29,7.11,1.287,77.2,0.0139,10.0,38890,,,1
2021-09-24-TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93.parquet,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2021-09-24,73.7,32.0,2174.8,68.4,10.1,19,24,6.15,1.133,68.0,0.0046,10.0,44212,,,1
2021-09-24-TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e.parquet,TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e,2021-09-24,61.83,46.76,3403.3,187.8,83.8,40,25,7.27,1.213,72.8,0.0246,10.0,37080,,,1
2021-09-24-TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a.parquet,TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a,2021-09-24,65.56,48.02,3484.9,292.3,90.9,21,29,7.06,1.21,72.6,0.0261,10.0,39322,,,1
2021-09-24-TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4.parquet,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2021-09-24,81.99,48.62,3896.6,417.6,143.4,22,21,7.13,1.336,80.1,0.0368,10.0,49179,,,1
2021-09-24-TeamA-b58af410-da77-479e-b93c-e03617b9f36d.parquet,TeamA-b58af410-da77-479e-b93c-e03617b9f36d,2021-09-24,62.84,40.47,3128.6,151.3,51.5,6,12,6.7,1.288,77.3,0.0165,10.0,37691,,,1
2021-09-24-TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68.parquet,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2021-09-24,63.52,47.99,3616.4,289.4,80.5,17,33,6.36,1.256,75.4,0.0223,10.0,38097,,,1
2021-09-24-TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e.parquet,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2021-09-24,60.44,45.82,3066.9,139.9,22.6,26,29,5.87,1.116,66.9,0.0074,10.0,36248,,,1
2021-09-24-TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33.parquet,TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33,2021-09-24,59.92,44.6,3292.8,343.0,124.9,18,26,6.72,1.23,73.8,0.0379,10.0,35941,,,1
2021-09-24-TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662.parquet,TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662,2021-09-24,65.57,54.91,4327.8,273.0,71.6,16,34,6.57,1.314,78.8,0.0165,10.0,39333,,,1
2021-09-24-TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65.parquet,TeamA-ecdbd8ec-61a7-4131-97ec-3af76f621f65,2021-09-24,58.47,50.29,4182.1,384.1,133.4,21,33,7.21,1.386,83.2,0.0319,10.0,35073,,,1
2021-09-24-TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7.parquet,TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7,2021-09-24,60.38,47.93,3670.3,376.3,128.3,29,33,6.86,1.276,76.6,0.035,10.0,36212,,,1
2021-09-25-TeamA-358603ef-b3a3-46b5-b80a-ad64e06b6592.parquet,TeamA-358603ef-b3a3-46b5-b80a-ad64e06b6592,2021-09-25,200.8,132.27,13591.5,1669.1,728.5,70,80,7.96,1.713,102.8,0.0536,9.9,119439,,,1
2021-09-25-TeamA-4051bba7-1170-4c43-b912-8c38815a7625.parquet,TeamA-4051bba7-1170-4c43-b912-8c38815a7625,2021-09-25,199.87,119.0,6505.2,34.0,21.7,26,40,6.44,0.911,54.7,0.0033,10.0,119911,,,1
2021-09-25-TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43.parquet,TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43,2021-09-25,167.12,116.74,11791.9,845.9,294.3,29,53,7.27,1.684,101.0,0.025,10.0,100256,,,1
2021-09-25-TeamA-4a84eb03-8d1f-d9b7-4d2b-9deb1beb3711.parquet,TeamA-4a84eb03-8d1f-d9b7-4d2b-9deb1beb3711,2021-09-25,190.15,123.59,11672.3,1340.8,687.4,43,61,7.82,1.574,94.4,0.0589,10.0,114078,,,1
2021-09-25-TeamA-705923a2-378f-4f8e-8a29-464837b88cdc.parquet,TeamA-705923a2-378f-4f8e-8a29-464837b88cdc,2021-09-25,194.1,126.26,12912.6,1634.0,619.6,68,93,7.36,1.704,102.3,0.048,9.9,115423,,,1
2021-09-25-TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e.parquet,TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e,2021-09-25,179.82,136.94,13726.2,1670.3,746.9,86,99,7.85,1.671,100.2,0.0544,10.0,107873,,,1
2021-09-25-TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4.parquet,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2021-09-25,164.6,132.76,14429.4,2160.6,958.2,53,109,7.36,1.812,108.7,0.0664,10.0,98748,,,1
2021-09-25-TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a.parquet,TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a,2021-09-25,191.89,133.53,11591.0,960.8,426.4,28,69,7.6,1.447,86.8,0.0368,10.0,115112,,,1
2021-09-25-TeamA-b58af410-da77-479e-b93c-e03617b9f36d.parquet,TeamA-b58af410-da77-479e-b93c-e03617b9f36d,2021-09-25,171.92,132.06,13079.7,873.9,255.5,47,51,6.99,1.651,99.0,0.0195,10.0,103143,,,1
2021-09-25-TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68.parquet,TeamA-bcc03f81-2733-45d3-abf1-f7a709c63e68,2021-09-25,201.99,84.04,6609.0,986.9,505.2,44,54,7.82,1.311,78.6,0.0764,10.0,121176,,,1
2021-09-25-TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e.parquet,TeamA-c4ccf1a6-48c3-4a17-8d6c-eedd12e8680e,2021-09-25,195.47,131.44,11656.6,729.0,331.7,54,75,7.21,1.478,88.7,0.0285,10.0,117269,,,1
2021-09-25-TeamA-c91a44bb-976c-421f-b146-f57e1e5b0846.parquet,TeamA-c91a44bb-976c-421f-b146-f57e1e5b0846,2021-09-25,180.61,136.26,13826.1,1399.8,617.1,46,68,7.97,1.691,101.5,0.0446,10.0,108357,,,1
2021-09-25-TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662.parquet,TeamA-eb1167b3-67a9-c378-7c65-c1e582e2e662,2021-09-25,188.02,92.67,7631.1,1612.8,1015.5,44,57,7.66,1.373,82.4,0.1331,10.0,112799,,,1
2021-09-25-TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7.parquet,TeamA-f20565cc-df22-46a7-aa97-af8ed00601d7,2021-09-25,171.34,53.0,3521.3,129.1,48.6,15,11,6.93,1.107,66.4,0.0138,10.0,102789,,,1
2021-09-26-TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f.parquet,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,2021-09-26,150.85,91.14,5350.3,84.8,0.5,30,49,5.3,0.978,58.7,0.0001,10.0,90494,,,1
2021-09-26-TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93.parquet,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2021-09-26,178.87,130.66,12387.0,1218.8,573.4,78,98,8.13,1.58,94.8,0.0463,10.0,107309,,,1
2021-09-26-TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33.parquet,TeamA-e920ae60-5c4b-4597-be27-fc6876dcec33,2021-09-26,108.99,83.34,8052.8,638.1,281.4,31,25,7.38,1.61,96.6,0.0349,10.0,65383,,,1
2021-09-27-TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f.parquet,TeamA-0362cdd5-7a63-480a-a46a-62a99fb1692f,2021-09-27,96.45,49.11,2659.5,11.6,0.0,20,51,4.91,0.903,54.2,0.0,10.0,57860,,,1
2021-09-27-TeamA-2d44f941-2f24-4fc2-afa8-611a091f2e93.parquet,TeamA-2d44f941-2f24-4fc2-afa8-611a091f2e93,2021-09-27,80.54,51.42,3483.1,138.6,17.5,28,31,6.13,1.129,67.7,0.005,10.0,48316,,,1
2021-09-27-TeamA-32fed4b3-d7fc-482d-ba21-c46c58f015b5.parquet,TeamA-32fed4b3-d7fc-482d-ba21-c46c58f015b5,2021-09-27,52.59,36.85,2580.5,142.7,25.8,15,30,6.03,1.167,70.0,0.01,10.0,31546,,,1
2021-09-27-TeamA-358603ef-b3a3-46b5-b80a-ad64e06b6592.parquet,TeamA-358603ef-b3a3-46b5-b80a-ad64e06b6592,2021-09-27,55.24,31.11,1833.7,72.6,23.6,26,15,5.93,0.983,59.0,0.0129,9.9,32854,,,1
2021-09-27-TeamA-4051bba7-1170-4c43-b912-8c38815a7625.parquet,TeamA-4051bba7-1170-4c43-b912-8c38815a7625,2021-09-27,82.07,19.75,1088.6,24.4,12.4,13,11,7.42,0.919,55.1,0.0114,10.0,49236,,,1
2021-09-27-TeamA-4a84eb03-8d1f-d9b7-4d2b-9deb1beb3711.parquet,TeamA-4a84eb03-8d1f-d9b7-4d2b-9deb1beb3711,2021-09-27,99.07,42.33,2989.9,224.7,152.1,27,20,7.58,1.177,70.6,0.0509,10.0,59429,,,1
2021-09-27-TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43.parquet,TeamA-5a3be598-2f51-426f-95a5-b63d1d7c1b43,2021-09-27,57.42,37.43,2273.5,44.5,0.0,12,19,5.28,1.012,60.7,0.0,10.0,34437,,,1
2021-09-27-TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93.parquet,TeamA-5cd7a61b-88b2-46d2-94f8-5a0d4f682d93,2021-09-27,70.54,33.18,2014.2,76.0,23.3,22,13,6.33,1.012,60.7,0.0116,10.0,42243,,,1
2021-09-27-TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95.parquet,TeamA-5a5b135d-d146-4b4c-b3da-efcd4d203f95,2021-09-27,95.35,54.37,3942.4,170.1,50.4,50,47,6.37,1.208,72.5,0.0128,10.0,57196,,,1
2021-09-27-TeamA-705923a2-378f-4f8e-8a29-464837b88cdc.parquet,TeamA-705923a2-378f-4f8e-8a29-464837b88cdc,2021-09-27,79.14,45.01,3033.9,107.2,25.8,36,27,6.29,1.123,67.4,0.0085,9.9,47085,,,1
2021-09-27-TeamA-74afe68c-f348-414c-9754-6d6f9df12587.parquet,TeamA-74afe68c-f348-414c-9754-6d6f9df12587,2021-09-27,80.63,43.41,2754.0,180.5,1.6,25,30,5.39,1.057,63.4,0.0006,10.0,48365,,,1
2021-09-27-TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e.parquet,TeamA-78f2ae2c-caf7-47eb-9e84-521f7820182e,2021-09-27,99.17,32.56,2110.0,106.4,22.3,19,10,5.98,1.08,64.8,0.0106,10.0,59486,,,1
2021-09-27-TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a.parquet,TeamA-af719df9-3e6c-4ad4-9e8e-0c0c45f4f76a,2021-09-27,74.38,35.72,2113.9,104.4,16.9,15,25,6.12,0.986,59.2,0.008,10.0,44615,,,1
2021-09-27-TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4.parquet,TeamA-affd6f1d-b364-4700-98bf-8f20896e5ac4,2021-09-27,72.86,35.65,2411.2,122.4,44.1,18,16,6.4,1.127,67.6,0.0183,10.0,43705,,,1
2021-09-27-TeamA-b58af410-da77-479e-b93c-e03617b9f36d.parquet,TeamA-b58af410-da77-479e-b93c-e03617b9f36d,2021-09-27,61.49,35.07,2268.6,91.5,11.4,16,16,5.78,1.078,64.7,0.005,10.0,36881,,,1
