file,player_id,date,recorded_minutes,session_duration_minutes,total_distance_meters,high_speed_running_distance,sprint_distance,acceleration_count,deceleration_count,peak_speed_ms,mean_speed_ms,distance_per_min,sprint_fraction,sample_rate_hz,n_gps_samples,error,qc_flags,qc_pass
2020-10-01-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-10-01,91.22,63.71,5295.5,654.3,294.2,55,41,7.8,1.385,83.1,0.0556,10.0,54727,,,1
2020-10-01-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-10-01,86.37,46.77,3895.2,275.4,80.8,30,25,6.64,1.388,83.3,0.0207,10.0,51817,,,1
2020-10-01-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-10-01,91.87,62.61,5030.3,431.8,117.9,46,62,7.36,1.339,80.3,0.0234,10.0,55118,,,1
2020-10-01-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-10-01,77.02,49.23,3634.9,249.3,74.8,44,29,6.45,1.231,73.8,0.0206,10.0,46208,,,1
2020-10-01-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-10-01,50.22,31.39,2179.9,63.2,38.9,26,23,6.62,1.158,69.5,0.0179,10.0,30121,,,1
2020-10-02-TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7.parquet,TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7,2020-10-02,112.87,74.43,5970.5,683.1,349.9,35,43,7.56,1.337,80.2,0.0586,10.0,67712,,,1
2020-10-02-TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c.parquet,TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c,2020-10-02,117.42,72.19,5819.1,763.8,378.0,33,55,7.56,1.344,80.6,0.065,10.0,70447,,,1
2020-10-02-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-10-02,89.06,53.77,4450.9,81.0,14.2,21,12,5.79,1.38,82.8,0.0032,10.0,53427,,,1
2020-10-02-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-10-02,115.58,69.07,5325.1,512.9,237.5,38,43,7.33,1.285,77.1,0.0446,10.0,69340,,,1
2020-10-02-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-10-02,111.39,74.39,5937.0,592.2,310.4,34,38,7.37,1.33,79.8,0.0523,10.0,66828,,,1
2020-10-02-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-10-02,114.59,63.51,3166.0,12.8,0.0,36,54,4.98,0.831,49.8,0.0,10.0,68745,,,1
2020-10-02-TeamB-70b74270-f655-43cc-a188-1ebc7a828b95.parquet,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-10-02,100.39,75.58,6765.9,844.1,390.8,62,87,7.32,1.492,89.5,0.0578,10.0,60215,,,1
2020-10-02-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-10-02,113.36,66.01,3314.0,29.2,1.7,39,48,5.67,0.837,50.2,0.0005,10.0,68007,,,1
2020-10-02-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-10-02,106.25,77.92,6584.5,723.7,345.2,42,55,7.68,1.408,84.5,0.0524,10.0,63744,,,1
2020-10-02-TeamB-9c845827-99f9-47f4-977d-2200a107a013.parquet,TeamB-9c845827-99f9-47f4-977d-2200a107a013,2020-10-02,124.7,72.2,5947.6,720.9,325.3,37,56,7.63,1.373,82.4,0.0547,10.0,74819,,,1
2020-10-02-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-10-02,113.99,69.55,5538.3,669.0,310.9,37,43,6.98,1.327,79.6,0.0561,10.0,68388,,,1
2020-10-02-TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255.parquet,TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2020-10-02,82.54,40.44,2913.7,226.6,128.1,24,26,7.36,1.201,72.0,0.044,10.0,49519,,,1
2020-10-02-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-10-02,118.79,76.29,6245.6,729.3,353.9,39,51,7.99,1.364,81.9,0.0567,10.0,71266,,,1
2020-10-02-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-10-02,110.91,78.26,5921.7,729.7,402.4,48,43,8.29,1.261,75.7,0.068,10.0,66538,,,1
2020-10-02-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-10-02,111.84,74.78,5783.3,709.9,319.7,31,31,7.39,1.289,77.3,0.0553,10.0,67097,,,1
2020-10-02-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-10-02,110.06,77.28,6269.1,793.5,322.4,53,67,7.24,1.352,81.1,0.0514,10.0,66029,,,1
2020-10-02-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-10-02,103.14,60.34,5059.8,503.1,251.5,39,54,7.56,1.397,83.8,0.0497,10.0,61878,,,1
2020-10-02-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-10-02,113.41,77.13,6223.1,753.9,334.7,39,63,7.31,1.345,80.7,0.0538,10.0,68020,,,1
2020-10-05-TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca.parquet,TeamB-101fbccc-ded7-33e8-b421-eaeb534097ca,2020-10-05,128.51,70.41,5486.2,282.7,110.9,38,49,6.99,1.299,77.9,0.0202,10.0,77098,,,1
2020-10-05-TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7.parquet,TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7,2020-10-05,122.24,76.26,6781.4,690.7,280.3,34,74,7.94,1.482,88.9,0.0413,10.0,73336,,,1
2020-10-05-TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c.parquet,TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c,2020-10-05,120.72,68.77,5420.2,408.8,122.6,29,45,7.26,1.314,78.8,0.0226,10.0,72431,,,1
2020-10-05-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-10-05,118.12,74.34,5662.9,243.4,51.1,33,38,6.97,1.27,76.2,0.009,10.0,70868,,,1
2020-10-05-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-10-05,117.77,77.97,6566.6,420.8,119.5,42,51,6.8,1.404,84.2,0.0182,10.0,70655,,,1
2020-10-05-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-10-05,135.51,85.19,4164.5,8.4,0.0,22,37,5.09,0.815,48.9,0.0,10.0,81295,,,1
2020-10-05-TeamB-70b74270-f655-43cc-a188-1ebc7a828b95.parquet,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-10-05,92.96,70.0,6147.1,715.0,323.2,40,86,8.23,1.464,87.8,0.0526,10.0,55753,,,1
2020-10-05-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-10-05,130.31,84.9,4421.9,13.7,0.5,49,58,5.36,0.868,52.1,0.0001,10.0,78177,,,1
2020-10-05-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-10-05,125.18,75.28,5680.2,345.6,118.6,58,65,7.58,1.258,75.5,0.0209,10.0,75086,,,1
2020-10-05-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-10-05,109.66,66.97,5186.9,304.4,70.8,35,50,6.45,1.291,77.4,0.0136,10.0,65788,,,1
2020-10-05-TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc.parquet,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-10-05,114.74,75.88,5992.1,593.1,298.3,53,55,7.71,1.316,79.0,0.0498,10.0,68837,,,1
2020-10-05-TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255.parquet,TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2020-10-05,122.91,73.29,5672.4,634.5,310.2,47,58,7.8,1.29,77.4,0.0547,10.0,73736,,,1
2020-10-05-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-10-05,117.5,79.98,5716.3,376.3,132.8,51,46,6.96,1.191,71.5,0.0232,10.0,70494,,,1
2020-10-05-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-10-05,104.43,72.65,5870.9,285.9,44.0,30,39,6.76,1.347,80.8,0.0075,10.0,62651,,,1
2020-10-05-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-10-05,111.94,71.9,5987.8,513.2,149.5,57,73,6.44,1.388,83.3,0.025,10.0,67157,,,1
2020-10-05-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-10-05,112.54,74.77,5756.7,204.5,23.4,46,57,6.15,1.283,77.0,0.0041,10.0,67506,,,1
2020-10-06-TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7.parquet,TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7,2020-10-06,76.55,48.12,3295.1,147.2,29.4,19,33,6.22,1.141,68.5,0.0089,10.0,45918,,,1
2020-10-06-TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c.parquet,TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c,2020-10-06,74.19,45.33,3199.6,488.2,147.5,21,26,6.46,1.176,70.6,0.0461,10.0,44508,,,1
2020-10-06-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-10-06,72.8,45.52,2839.4,141.8,20.2,21,27,6.28,1.04,62.4,0.0071,10.0,43669,,,1
2020-10-06-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-10-06,72.9,52.18,3323.5,124.3,16.4,25,33,5.76,1.062,63.7,0.0049,10.0,43733,,,1
2020-10-06-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-10-06,74.54,54.12,3507.0,112.1,38.8,23,25,6.61,1.08,64.8,0.0111,10.0,44714,,,1
2020-10-06-TeamB-70b74270-f655-43cc-a188-1ebc7a828b95.parquet,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-10-06,72.19,47.86,3367.1,166.4,75.8,30,33,6.73,1.173,70.4,0.0225,10.0,43300,,,1
2020-10-06-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-10-06,92.03,54.21,2690.1,3.8,0.0,39,37,5.09,0.827,49.6,0.0,10.0,55213,,,1
2020-10-06-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-10-06,62.25,35.36,2326.2,271.9,129.4,27,31,7.26,1.096,65.8,0.0556,10.0,37340,,,1
2020-10-06-TeamB-9c845827-99f9-47f4-977d-2200a107a013.parquet,TeamB-9c845827-99f9-47f4-977d-2200a107a013,2020-10-06,75.84,46.42,3005.4,136.6,48.4,22,31,7.19,1.079,64.7,0.0161,10.0,45494,,,1
2020-10-06-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-10-06,73.31,46.31,2996.3,215.8,61.4,17,26,6.49,1.078,64.7,0.0205,10.0,43977,,,1
2020-10-06-TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255.parquet,TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2020-10-06,73.6,44.64,2984.6,231.8,122.1,27,38,7.12,1.114,66.9,0.0409,10.0,44158,,,1
2020-10-06-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-10-06,72.51,55.47,3469.3,116.7,42.2,28,30,6.42,1.042,62.5,0.0122,10.0,43498,,,1
2020-10-06-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-10-06,75.24,48.74,3071.1,258.2,93.4,31,29,6.71,1.05,63.0,0.0304,10.0,45142,,,1
2020-10-06-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-10-06,86.84,50.42,3300.8,130.9,21.3,18,27,6.04,1.091,65.5,0.0065,10.0,52097,,,1
2020-10-06-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-10-06,86.85,53.24,3675.3,331.9,125.1,32,40,6.81,1.15,69.0,0.034,10.0,52107,,,1
2020-10-06-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-10-06,82.75,44.45,2775.8,79.0,12.2,22,36,5.93,1.041,62.4,0.0044,10.0,49635,,,1
2020-10-07-TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7.parquet,TeamB-247a8333-f7b0-b7d2-cda8-056c3d15eef7,2020-10-07,28.54,21.77,2284.2,332.0,99.6,8,17,7.55,1.749,104.9,0.0436,10.0,17112,,,1
2020-10-07-TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c.parquet,TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c,2020-10-07,156.5,132.33,14633.7,2258.7,1015.4,62,94,7.51,1.843,110.6,0.0694,10.0,93899,,,1
2020-10-07-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-10-07,162.33,132.82,12915.8,1088.6,466.4,60,85,7.51,1.621,97.2,0.0361,10.0,97386,,,1
2020-10-07-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-10-07,158.49,132.08,14390.4,1762.5,725.6,55,83,7.55,1.816,109.0,0.0504,10.0,95084,,,1
2020-10-07-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-10-07,158.97,133.36,14003.6,1321.0,422.0,48,61,7.51,1.75,105.0,0.0301,10.0,95356,,,1
2020-10-07-TeamB-70b74270-f655-43cc-a188-1ebc7a828b95.parquet,TeamB-70b74270-f655-43cc-a188-1ebc7a828b95,2020-10-07,50.84,46.65,5690.4,1116.4,560.8,33,57,8.26,2.033,122.0,0.0986,10.0,30488,,,1
2020-10-07-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-10-07,156.5,120.85,6750.9,72.6,18.4,40,38,6.03,0.931,55.9,0.0027,10.0,93893,,,1
2020-10-07-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-10-07,114.37,66.94,7646.8,1108.9,497.5,35,68,8.46,1.904,114.2,0.0651,10.0,68596,,,1
2020-10-07-TeamB-9c845827-99f9-47f4-977d-2200a107a013.parquet,TeamB-9c845827-99f9-47f4-977d-2200a107a013,2020-10-07,113.55,64.77,6928.7,667.7,275.9,25,49,7.51,1.783,107.0,0.0398,10.0,68120,,,1
2020-10-07-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-10-07,130.49,113.47,12455.4,1791.8,874.4,41,79,8.7,1.829,109.8,0.0702,10.0,78285,,,1
2020-10-07-TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc.parquet,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-10-07,33.97,21.48,2453.6,419.5,226.2,12,20,7.61,1.904,114.2,0.0922,10.0,20377,,,1
2020-10-07-TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255.parquet,TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2020-10-07,79.56,61.41,6639.9,1026.2,448.6,31,57,8.14,1.802,108.1,0.0676,10.0,47732,,,1
2020-10-07-TeamB-ab691983-3544-4a0e-8f70-db44d85cb907.parquet,TeamB-ab691983-3544-4a0e-8f70-db44d85cb907,2020-10-07,163.23,134.27,13319.1,948.3,273.3,32,64,7.77,1.653,99.2,0.0205,10.0,97927,,,1
2020-10-07-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-10-07,163.4,133.2,14360.0,2141.8,1182.5,75,65,8.37,1.797,107.8,0.0823,10.0,98031,,,1
2020-10-07-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-10-07,83.91,72.18,7914.6,1196.6,563.1,32,55,7.86,1.828,109.7,0.0711,10.0,50337,,,1
2020-10-08-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-10-08,73.92,32.08,1530.6,0.0,0.0,13,19,4.42,0.795,47.7,0.0,10.0,44346,,,1
2020-10-08-TeamB-789547e7-1325-4153-a98d-5ecd497f3668.parquet,TeamB-789547e7-1325-4153-a98d-5ecd497f3668,2020-10-08,67.14,29.14,1397.0,0.9,0.0,16,25,4.55,0.799,47.9,0.0,10.0,40273,,,1
2020-10-08-TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255.parquet,TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2020-10-08,60.97,23.88,1680.9,7.2,0.0,10,16,5.1,1.173,70.4,0.0,10.0,36577,,,1
2020-10-08-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-10-08,69.94,40.91,2667.2,78.7,15.1,18,18,5.9,1.087,65.2,0.0057,10.0,41957,,,1
2020-10-08-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-10-08,56.71,36.21,2121.1,57.2,9.4,15,18,5.82,0.976,58.6,0.0044,10.0,34014,,,1
2020-10-10-TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c.parquet,TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c,2020-10-10,88.42,59.79,4189.6,183.3,97.0,42,45,7.56,1.168,70.1,0.0232,10.0,53047,,,1
2020-10-10-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-10-10,98.03,59.59,4231.0,90.9,12.0,39,31,5.84,1.183,71.0,0.0028,10.0,58807,,,1
2020-10-10-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-10-10,81.42,60.01,3668.9,123.8,30.9,37,22,6.62,1.019,61.1,0.0084,10.0,48843,,,1
2020-10-10-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-10-10,96.32,31.26,1498.9,0.0,0.0,12,13,4.39,0.799,48.0,0.0,10.0,57781,,,1
2020-10-10-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-10-10,87.28,60.36,4039.8,129.8,37.6,47,40,6.53,1.116,66.9,0.0093,10.0,52365,,,1
2020-10-10-TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255.parquet,TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2020-10-10,95.53,62.58,4058.5,159.1,61.1,45,60,8.09,1.081,64.8,0.0151,10.0,57311,,,1
2020-10-10-TeamB-baf3897a-3e70-f16a-5548-5822de1b372a.parquet,TeamB-baf3897a-3e70-f16a-5548-5822de1b372a,2020-10-10,92.53,58.67,4011.2,48.8,5.9,35,24,5.62,1.14,68.4,0.0015,10.0,55514,,,1
2020-10-10-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-10-10,94.91,62.02,4509.5,163.2,45.5,67,53,6.13,1.212,72.7,0.0101,10.0,56938,,,1
2020-10-10-TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b.parquet,TeamB-e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-10-10,94.9,61.73,4797.6,222.2,62.9,52,59,7.06,1.295,77.7,0.0131,10.0,56933,,,1
2020-10-10-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-10-10,98.82,58.37,4051.1,71.5,22.4,53,65,6.7,1.157,69.4,0.0055,10.0,59277,,,1
2020-10-11-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-10-11,102.16,55.98,2562.7,9.9,2.1,23,36,5.53,0.763,45.8,0.0008,10.0,61285,,,1
2020-10-11-TeamB-9c845827-99f9-47f4-977d-2200a107a013.parquet,TeamB-9c845827-99f9-47f4-977d-2200a107a013,2020-10-11,87.02,62.27,4133.6,144.3,63.1,56,39,6.41,1.106,66.4,0.0153,10.0,52203,,,1
2020-10-11-TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc.parquet,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-10-11,94.0,60.59,4475.8,176.4,69.3,57,54,6.16,1.231,73.9,0.0155,10.0,56392,,,1
2020-10-11-TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255.parquet,TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2020-10-11,101.56,61.68,4165.8,185.0,81.7,56,74,6.71,1.126,67.5,0.0196,10.0,60926,,,1
2020-10-11-TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f.parquet,TeamB-afc13e53-2c77-48cb-8a78-743663bbb84f,2020-10-11,101.47,64.77,4386.0,191.6,65.5,74,36,7.67,1.129,67.7,0.0149,10.0,60878,,,1
2020-10-11-TeamB-e005b860-51ef-1922-fe43-c49e149818d1.parquet,TeamB-e005b860-51ef-1922-fe43-c49e149818d1,2020-10-11,99.54,64.13,4492.6,134.0,60.1,56,45,6.66,1.168,70.1,0.0134,10.0,59716,,,1
2020-10-11-TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3.parquet,TeamB-eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-10-11,93.51,60.79,4231.4,112.4,45.2,47,66,6.14,1.16,69.6,0.0107,10.0,56085,,,1
2020-10-13-TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c.parquet,TeamB-29c5271b-5c46-455e-91ea-da2abfa8ff3c,2020-10-13,113.54,71.63,5212.0,406.0,185.1,37,39,7.2,1.213,72.8,0.0355,10.0,68117,,,1
2020-10-13-TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5.parquet,TeamB-2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-10-13,113.05,66.05,4783.2,204.3,63.1,28,42,7.14,1.207,72.4,0.0132,10.0,67820,,,1
2020-10-13-TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc.parquet,TeamB-38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-10-13,112.3,76.23,5717.3,120.4,47.1,30,45,6.75,1.25,75.0,0.0082,10.0,67369,,,1
2020-10-13-TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952.parquet,TeamB-4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-10-13,108.02,74.91,6105.6,256.9,69.3,47,43,6.75,1.358,81.5,0.0113,10.0,64802,,,1
2020-10-13-TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf.parquet,TeamB-48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-10-13,129.35,79.35,3828.7,31.9,4.5,42,73,5.83,0.804,48.2,0.0012,10.0,77599,,,1
2020-10-13-TeamB-8d723104-f773-83c1-3458-a748e9bb17bc.parquet,TeamB-8d723104-f773-83c1-3458-a748e9bb17bc,2020-10-13,97.23,72.62,5658.8,455.8,169.1,55,62,7.13,1.299,77.9,0.0299,10.0,58313,,,1
2020-10-13-TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2.parquet,TeamB-a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-10-13,99.2,72.58,5439.0,294.5,104.4,25,49,6.81,1.249,74.9,0.0192,10.0,59512,,,1
2020-10-13-TeamB-9c845827-99f9-47f4-977d-2200a107a013.parquet,TeamB-9c845827-99f9-47f4-977d-2200a107a013,2020-10-13,99.64,77.46,5914.7,274.1,74.2,34,70,6.8,1.273,76.4,0.0125,10.0,59778,,,1
2020-10-13-TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc.parquet,TeamB-a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-10-13,101.22,74.59,5617.7,376.1,124.2,34,47,6.6,1.255,75.3,0.0221,10.0,60726,,,1
2020-10-13-TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255.parquet,TeamB-ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2020-10-13,125.56,74.46,5742.5,575.2,288.5,42,44,7.16,1.285,77.1,0.0502,10.0,75328,,,1
